TIME + ID,,,,INPUTS,,,,,,OUTPUTS,,,,,
LineNr,ID,Time scheduled [hh::mm],,Rotor speed [% rpm],Side slip [deg],V_inflow [m/s],AOA [deg],Shell [-],,Time measured  [hh::mm],Rotor speed [rpm],Side slip [deg],V_inflow [m/s],AOA [deg],Defl. Angle [deg]
186,60-0-6-45-,10:02,,60,0,6,45,,,,,,,,
187,60-0-6-48-,10:03,,60,0,6,48,,,,,,,,
188,60-0-6-51-,10:03,,60,0,6,51,,,,,,,,
189,60-0-6-54-,10:04,,60,0,6,54,,,,,,,,
190,60-0-6-57-,10:04,,60,0,6,57,,,,,,,,
191,60-0-6-60-,10:05,,60,0,6,60,,,,,,,,
192,60-0-6-63-,10:05,,60,0,6,63,,,,,,,,
193,60-0-6-66-,10:06,,60,0,6,66,,,,,,,,
194,60-0-6-69-,10:06,,60,0,6,69,,,,,,,,
195,60-0-6-72-,10:07,,60,0,6,72,,,,,,,,
196,60-0-6-75-,10:07,,60,0,6,75,,,,,,,,
197,60-0-6-78-,10:08,,60,0,6,78,,,,,,,,
198,60-0-6-81-,10:08,,60,0,6,81,,,,,,,,
199,60-0-6-84-,10:09,,60,0,6,84,,,,,,,,
200,60-0-6-87-,10:09,,60,0,6,87,,,,,,,,
201,65-0-6-30-,10:10,,65,0,6,30,,,,,,,,
202,65-0-6-33-,10:10,,65,0,6,33,,,,,,,,
203,65-0-6-36-,10:11,,65,0,6,36,,,,,,,,
204,65-0-6-39-,10:11,,65,0,6,39,,,,,,,,
205,65-0-6-42-,10:12,,65,0,6,42,,,,,,,,
206,65-0-6-45-,10:12,,65,0,6,45,,,,,,,,
207,65-0-6-48-,10:13,,65,0,6,48,,,,,,,,
208,65-0-6-51-,10:13,,65,0,6,51,,,,,,,,
209,65-0-6-54-,10:14,,65,0,6,54,,,,,,,,
210,65-0-6-57-,10:14,,65,0,6,57,,,,,,,,
211,65-0-6-60-,10:15,,65,0,6,60,,,,,,,,
212,65-0-6-63-,10:15,,65,0,6,63,,,,,,,,
213,65-0-6-66-,10:16,,65,0,6,66,,,,,,,,
214,65-0-6-69-,10:16,,65,0,6,69,,,,,,,,
215,65-0-6-72-,10:17,,65,0,6,72,,,,,,,,
216,65-0-6-75-,10:17,,65,0,6,75,,,,,,,,
217,65-0-6-78-,10:18,,65,0,6,78,,,,,,,,
218,65-0-6-81-,10:18,,65,0,6,81,,,,,,,,
219,65-0-6-84-,10:19,,65,0,6,84,,,,,,,,
220,65-0-6-87-,10:19,,65,0,6,87,,,,,,,,
221,70-0-6-30-,10:20,,70,0,6,30,,,,,,,,
222,70-0-6-33-,10:20,,70,0,6,33,,,,,,,,
223,70-0-6-36-,10:21,,70,0,6,36,,,,,,,,
224,70-0-6-39-,10:21,,70,0,6,39,,,,,,,,
225,70-0-6-42-,10:22,,70,0,6,42,,,,,,,,
226,70-0-6-45-,10:22,,70,0,6,45,,,,,,,,
227,70-0-6-48-,10:23,,70,0,6,48,,,,,,,,
228,70-0-6-51-,10:23,,70,0,6,51,,,,,,,,
229,70-0-6-54-,10:24,,70,0,6,54,,,,,,,,
230,70-0-6-57-,10:24,,70,0,6,57,,,,,,,,
231,70-0-6-60-,10:25,,70,0,6,60,,,,,,,,
232,70-0-6-63-,10:25,,70,0,6,63,,,,,,,,
233,70-0-6-66-,10:26,,70,0,6,66,,,,,,,,
234,70-0-6-69-,10:26,,70,0,6,69,,,,,,,,
235,70-0-6-72-,10:27,,70,0,6,72,,,,,,,,
236,70-0-6-75-,10:27,,70,0,6,75,,,,,,,,
237,70-0-6-78-,10:28,,70,0,6,78,,,,,,,,
238,70-0-6-81-,10:28,,70,0,6,81,,,,,,,,
239,70-0-6-84-,10:29,,70,0,6,84,,,,,,,,
240,70-0-6-87-,10:29,,70,0,6,87,,,,,,,,
241,75-0-6-30-,10:30,,75,0,6,30,,,,,,,,
242,75-0-6-33-,10:30,,75,0,6,33,,,,,,,,
243,75-0-6-36-,10:31,,75,0,6,36,,,,,,,,
244,75-0-6-39-,10:31,,75,0,6,39,,,,,,,,
245,75-0-6-42-,10:32,,75,0,6,42,,,,,,,,
246,75-0-6-45-,10:32,,75,0,6,45,,,,,,,,
247,75-0-6-48-,10:33,,75,0,6,48,,,,,,,,
248,75-0-6-51-,10:33,,75,0,6,51,,,,,,,,
249,75-0-6-54-,10:34,,75,0,6,54,,,,,,,,
250,75-0-6-57-,10:34,,75,0,6,57,,,,,,,,
251,75-0-6-60-,10:35,,75,0,6,60,,,,,,,,
252,75-0-6-63-,10:35,,75,0,6,63,,,,,,,,
253,75-0-6-66-,10:36,,75,0,6,66,,,,,,,,
254,75-0-6-69-,10:36,,75,0,6,69,,,,,,,,
255,75-0-6-72-,10:37,,75,0,6,72,,,,,,,,
256,75-0-6-75-,10:37,,75,0,6,75,,,,,,,,
257,75-0-6-78-,10:38,,75,0,6,78,,,,,,,,
258,75-0-6-81-,10:38,,75,0,6,81,,,,,,,,
259,75-0-6-84-,10:39,,75,0,6,84,,,,,,,,
260,75-0-6-87-,10:39,,75,0,6,87,,,,,,,,
261,80-0-6-30-,10:40,,80,0,6,30,,,,,,,,
262,80-0-6-33-,10:40,,80,0,6,33,,,,,,,,
263,80-0-6-36-,10:41,,80,0,6,36,,,,,,,,
264,80-0-6-39-,10:41,,80,0,6,39,,,,,,,,
265,80-0-6-42-,10:42,,80,0,6,42,,,,,,,,
266,80-0-6-45-,10:42,,80,0,6,45,,,,,,,,
267,80-0-6-48-,10:43,,80,0,6,48,,,,,,,,
268,80-0-6-51-,10:43,,80,0,6,51,,,,,,,,
269,80-0-6-54-,10:44,,80,0,6,54,,,,,,,,
270,80-0-6-57-,10:44,,80,0,6,57,,,,,,,,
271,80-0-6-60-,10:45,,80,0,6,60,,,,,,,,
272,80-0-6-63-,10:45,,80,0,6,63,,,,,,,,
273,80-0-6-66-,10:46,,80,0,6,66,,,,,,,,
274,80-0-6-69-,10:46,,80,0,6,69,,,,,,,,
275,80-0-6-72-,10:47,,80,0,6,72,,,,,,,,
276,80-0-6-75-,10:47,,80,0,6,75,,,,,,,,
277,80-0-6-78-,10:48,,80,0,6,78,,,,,,,,
278,80-0-6-81-,10:48,,80,0,6,81,,,,,,,,
279,80-0-6-84-,10:49,,80,0,6,84,,,,,,,,
280,80-0-6-87-,10:49,,80,0,6,87,,,,,,,,
281,85-0-6-30-,10:50,,85,0,6,30,,,,,,,,
282,85-0-6-33-,10:50,,85,0,6,33,,,,,,,,
283,85-0-6-36-,10:51,,85,0,6,36,,,,,,,,
284,85-0-6-39-,10:51,,85,0,6,39,,,,,,,,
285,85-0-6-42-,10:52,,85,0,6,42,,,,,,,,
286,85-0-6-45-,10:52,,85,0,6,45,,,,,,,,
287,85-0-6-48-,10:53,,85,0,6,48,,,,,,,,
288,85-0-6-51-,10:53,,85,0,6,51,,,,,,,,
289,85-0-6-54-,10:54,,85,0,6,54,,,,,,,,
290,85-0-6-57-,10:54,,85,0,6,57,,,,,,,,
291,85-0-6-60-,10:55,,85,0,6,60,,,,,,,,
292,85-0-6-63-,10:55,,85,0,6,63,,,,,,,,
293,85-0-6-66-,10:56,,85,0,6,66,,,,,,,,
294,85-0-6-69-,10:56,,85,0,6,69,,,,,,,,
295,85-0-6-72-,10:57,,85,0,6,72,,,,,,,,
296,85-0-6-75-,10:57,,85,0,6,75,,,,,,,,
297,85-0-6-78-,10:58,,85,0,6,78,,,,,,,,
298,85-0-6-81-,10:58,,85,0,6,81,,,,,,,,
299,85-0-6-84-,10:59,,85,0,6,84,,,,,,,,
300,85-0-6-87-,10:59,,85,0,6,87,,,,,,,,
301,90-0-6-30-,11:00,,90,0,6,30,,,,,,,,
302,90-0-6-33-,11:00,,90,0,6,33,,,,,,,,
303,90-0-6-36-,11:01,,90,0,6,36,,,,,,,,
304,90-0-6-39-,11:01,,90,0,6,39,,,,,,,,
305,90-0-6-42-,11:02,,90,0,6,42,,,,,,,,
306,90-0-6-45-,11:02,,90,0,6,45,,,,,,,,
307,90-0-6-48-,11:03,,90,0,6,48,,,,,,,,
308,90-0-6-51-,11:03,,90,0,6,51,,,,,,,,
309,90-0-6-54-,11:04,,90,0,6,54,,,,,,,,
310,90-0-6-57-,11:04,,90,0,6,57,,,,,,,,
311,90-0-6-60-,11:05,,90,0,6,60,,,,,,,,
312,90-0-6-63-,11:05,,90,0,6,63,,,,,,,,
313,90-0-6-66-,11:06,,90,0,6,66,,,,,,,,
314,90-0-6-69-,11:06,,90,0,6,69,,,,,,,,
315,90-0-6-72-,11:07,,90,0,6,72,,,,,,,,
316,90-0-6-75-,11:07,,90,0,6,75,,,,,,,,
317,90-0-6-78-,11:08,,90,0,6,78,,,,,,,,
318,90-0-6-81-,11:08,,90,0,6,81,,,,,,,,
319,90-0-6-84-,11:09,,90,0,6,84,,,,,,,,
320,90-0-6-87-,11:09,,90,0,6,87,,,,,,,,
321,95-0-6-30-,11:10,,95,0,6,30,,,,,,,,
322,95-0-6-33-,11:10,,95,0,6,33,,,,,,,,
323,95-0-6-36-,11:11,,95,0,6,36,,,,,,,,
324,95-0-6-39-,11:11,,95,0,6,39,,,,,,,,
325,95-0-6-42-,11:12,,95,0,6,42,,,,,,,,
326,95-0-6-45-,11:12,,95,0,6,45,,,,,,,,
327,95-0-6-48-,11:13,,95,0,6,48,,,,,,,,
328,95-0-6-51-,11:13,,95,0,6,51,,,,,,,,
329,95-0-6-54-,11:14,,95,0,6,54,,,,,,,,
330,95-0-6-57-,11:14,,95,0,6,57,,,,,,,,
331,95-0-6-60-,11:15,,95,0,6,60,,,,,,,,
332,95-0-6-63-,11:15,,95,0,6,63,,,,,,,,
333,95-0-6-66-,11:16,,95,0,6,66,,,,,,,,
334,95-0-6-69-,11:16,,95,0,6,69,,,,,,,,
335,95-0-6-72-,11:17,,95,0,6,72,,,,,,,,
336,95-0-6-75-,11:17,,95,0,6,75,,,,,,,,
337,95-0-6-78-,11:18,,95,0,6,78,,,,,,,,
338,95-0-6-81-,11:18,,95,0,6,81,,,,,,,,
339,95-0-6-84-,11:19,,95,0,6,84,,,,,,,,
340,95-0-6-87-,11:19,,95,0,6,87,,,,,,,,
341,100-0-6-30-,11:20,,100,0,6,30,,,,,,,,
342,100-0-6-33-,11:20,,100,0,6,33,,,,,,,,
343,100-0-6-36-,11:21,,100,0,6,36,,,,,,,,
344,100-0-6-39-,11:21,,100,0,6,39,,,,,,,,
345,100-0-6-42-,11:22,,100,0,6,42,,,,,,,,
346,100-0-6-45-,11:22,,100,0,6,45,,,,,,,,
347,100-0-6-48-,11:23,,100,0,6,48,,,,,,,,
348,100-0-6-51-,11:23,,100,0,6,51,,,,,,,,
349,100-0-6-54-,11:24,,100,0,6,54,,,,,,,,
350,100-0-6-57-,11:24,,100,0,6,57,,,,,,,,
351,100-0-6-60-,11:25,,100,0,6,60,,,,,,,,
352,100-0-6-63-,11:25,,100,0,6,63,,,,,,,,
353,100-0-6-66-,11:26,,100,0,6,66,,,,,,,,
354,100-0-6-69-,11:26,,100,0,6,69,,,,,,,,
355,100-0-6-72-,11:27,,100,0,6,72,,,,,,,,
356,100-0-6-75-,11:27,,100,0,6,75,,,,,,,,
357,100-0-6-78-,11:28,,100,0,6,78,,,,,,,,
358,100-0-6-81-,11:28,,100,0,6,81,,,,,,,,
359,100-0-6-84-,11:29,,100,0,6,84,,,,,,,,
360,100-0-6-87-,11:29,,100,0,6,87,,,,,,,,
361,60-0-8-30-,11:30,,60,0,8,30,,,,,,,,
362,60-0-8-33-,11:30,,60,0,8,33,,,,,,,,
363,60-0-8-36-,11:31,,60,0,8,36,,,,,,,,
364,60-0-8-39-,11:31,,60,0,8,39,,,,,,,,
365,60-0-8-42-,11:32,,60,0,8,42,,,,,,,,
366,60-0-8-45-,11:32,,60,0,8,45,,,,,,,,
367,60-0-8-48-,11:33,,60,0,8,48,,,,,,,,
368,60-0-8-51-,11:33,,60,0,8,51,,,,,,,,
369,60-0-8-54-,11:34,,60,0,8,54,,,,,,,,
370,60-0-8-57-,11:34,,60,0,8,57,,,,,,,,
371,60-0-8-60-,11:35,,60,0,8,60,,,,,,,,
372,60-0-8-63-,11:35,,60,0,8,63,,,,,,,,
373,60-0-8-66-,11:36,,60,0,8,66,,,,,,,,
374,60-0-8-69-,11:36,,60,0,8,69,,,,,,,,
375,60-0-8-72-,11:37,,60,0,8,72,,,,,,,,
376,60-0-8-75-,11:37,,60,0,8,75,,,,,,,,
377,60-0-8-78-,11:38,,60,0,8,78,,,,,,,,
378,60-0-8-81-,11:38,,60,0,8,81,,,,,,,,
379,60-0-8-84-,11:39,,60,0,8,84,,,,,,,,
380,60-0-8-87-,11:39,,60,0,8,87,,,,,,,,
381,65-0-8-30-,11:40,,65,0,8,30,,,,,,,,
382,65-0-8-33-,11:40,,65,0,8,33,,,,,,,,
383,65-0-8-36-,11:41,,65,0,8,36,,,,,,,,
384,65-0-8-39-,11:41,,65,0,8,39,,,,,,,,
385,65-0-8-42-,11:42,,65,0,8,42,,,,,,,,
386,65-0-8-45-,11:42,,65,0,8,45,,,,,,,,
387,65-0-8-48-,11:43,,65,0,8,48,,,,,,,,
388,65-0-8-51-,11:43,,65,0,8,51,,,,,,,,
389,65-0-8-54-,11:44,,65,0,8,54,,,,,,,,
390,65-0-8-57-,11:44,,65,0,8,57,,,,,,,,
391,65-0-8-60-,11:45,,65,0,8,60,,,,,,,,
392,65-0-8-63-,11:45,,65,0,8,63,,,,,,,,
393,65-0-8-66-,11:46,,65,0,8,66,,,,,,,,
394,65-0-8-69-,11:46,,65,0,8,69,,,,,,,,
395,65-0-8-72-,11:47,,65,0,8,72,,,,,,,,
396,65-0-8-75-,11:47,,65,0,8,75,,,,,,,,
397,65-0-8-78-,11:48,,65,0,8,78,,,,,,,,
398,65-0-8-81-,11:48,,65,0,8,81,,,,,,,,
399,65-0-8-84-,11:49,,65,0,8,84,,,,,,,,
400,65-0-8-87-,11:49,,65,0,8,87,,,,,,,,
401,70-0-8-30-,11:50,,70,0,8,30,,,,,,,,
402,70-0-8-33-,11:50,,70,0,8,33,,,,,,,,
403,70-0-8-36-,11:51,,70,0,8,36,,,,,,,,
404,70-0-8-39-,11:51,,70,0,8,39,,,,,,,,
405,70-0-8-42-,11:52,,70,0,8,42,,,,,,,,
406,70-0-8-45-,11:52,,70,0,8,45,,,,,,,,
407,70-0-8-48-,11:53,,70,0,8,48,,,,,,,,
408,70-0-8-51-,11:53,,70,0,8,51,,,,,,,,
409,70-0-8-54-,11:54,,70,0,8,54,,,,,,,,
410,70-0-8-57-,11:54,,70,0,8,57,,,,,,,,
411,70-0-8-60-,11:55,,70,0,8,60,,,,,,,,
412,70-0-8-63-,11:55,,70,0,8,63,,,,,,,,
413,70-0-8-66-,11:56,,70,0,8,66,,,,,,,,
414,70-0-8-69-,11:56,,70,0,8,69,,,,,,,,
415,70-0-8-72-,11:57,,70,0,8,72,,,,,,,,
416,70-0-8-75-,11:57,,70,0,8,75,,,,,,,,
417,70-0-8-78-,11:58,,70,0,8,78,,,,,,,,
418,70-0-8-81-,11:58,,70,0,8,81,,,,,,,,
419,70-0-8-84-,11:59,,70,0,8,84,,,,,,,,
420,70-0-8-87-,11:59,,70,0,8,87,,,,,,,,
421,75-0-8-30-,12:00,,75,0,8,30,,,,,,,,
422,75-0-8-33-,12:00,,75,0,8,33,,,,,,,,
423,75-0-8-36-,12:01,,75,0,8,36,,,,,,,,
424,75-0-8-39-,12:01,,75,0,8,39,,,,,,,,
425,75-0-8-42-,12:02,,75,0,8,42,,,,,,,,
426,75-0-8-45-,12:02,,75,0,8,45,,,,,,,,
427,75-0-8-48-,12:03,,75,0,8,48,,,,,,,,
