TIME + ID,,,,INPUTS,,,,,,OUTPUTS,,,,,
LineNr,ID,Time scheduled [hh::mm],,Rotor speed [% rpm],Side slip [deg],V_inflow [m/s],AOA [deg],Shell [-],,Time measured  [hh::mm],Rotor speed [rpm],Side slip [deg],V_inflow [m/s],AOA [deg],Defl. Angle [deg]
36,15-0-3-14-,8:47,,15,0,3,14,,,,,,,,
37,15-0-3-15-,8:48,,15,0,3,15,,,,,,,,
38,15-0-3-16-,8:48,,15,0,3,16,,,,,,,,
39,15-0-3-17-,8:49,,15,0,3,17,,,,,,,,
40,15-0-3-18-,8:49,,15,0,3,18,,,,,,,,
41,15-0-3-19-,8:50,,15,0,3,19,,,,,,,,
42,15-0-3-20-,8:50,,15,0,3,20,,,,,,,,
43,20-0-3-0-,8:51,,20,0,3,0,,,,,,,,
44,20-0-3-1-,8:51,,20,0,3,1,,,,,,,,
45,20-0-3-2-,8:52,,20,0,3,2,,,,,,,,
46,20-0-3-3-,8:52,,20,0,3,3,,,,,,,,
47,20-0-3-4-,8:53,,20,0,3,4,,,,,,,,
48,20-0-3-5-,8:53,,20,0,3,5,,,,,,,,
49,20-0-3-6-,8:54,,20,0,3,6,,,,,,,,
50,20-0-3-7-,8:54,,20,0,3,7,,,,,,,,
51,20-0-3-8-,8:55,,20,0,3,8,,,,,,,,
52,20-0-3-9-,8:55,,20,0,3,9,,,,,,,,
53,20-0-3-10-,8:56,,20,0,3,10,,,,,,,,
54,20-0-3-11-,8:56,,20,0,3,11,,,,,,,,
55,20-0-3-12-,8:57,,20,0,3,12,,,,,,,,
56,20-0-3-13-,8:57,,20,0,3,13,,,,,,,,
57,20-0-3-14-,8:58,,20,0,3,14,,,,,,,,
58,20-0-3-15-,8:58,,20,0,3,15,,,,,,,,
59,20-0-3-16-,8:59,,20,0,3,16,,,,,,,,
60,20-0-3-17-,8:59,,20,0,3,17,,,,,,,,
61,20-0-3-18-,9:00,,20,0,3,18,,,,,,,,
62,20-0-3-19-,9:00,,20,0,3,19,,,,,,,,
63,20-0-3-20-,9:01,,20,0,3,20,,,,,,,,
64,25-0-3-0-,9:01,,25,0,3,0,,,,,,,,
65,25-0-3-1-,9:02,,25,0,3,1,,,,,,,,
66,25-0-3-2-,9:02,,25,0,3,2,,,,,,,,
67,25-0-3-3-,9:03,,25,0,3,3,,,,,,,,
68,25-0-3-4-,9:03,,25,0,3,4,,,,,,,,
69,25-0-3-5-,9:04,,25,0,3,5,,,,,,,,
70,25-0-3-6-,9:04,,25,0,3,6,,,,,,,,
71,25-0-3-7-,9:05,,25,0,3,7,,,,,,,,
72,25-0-3-8-,9:05,,25,0,3,8,,,,,,,,
73,25-0-3-9-,9:06,,25,0,3,9,,,,,,,,
74,25-0-3-10-,9:06,,25,0,3,10,,,,,,,,
75,25-0-3-11-,9:07,,25,0,3,11,,,,,,,,
76,25-0-3-12-,9:07,,25,0,3,12,,,,,,,,
77,25-0-3-13-,9:08,,25,0,3,13,,,,,,,,
78,25-0-3-14-,9:08,,25,0,3,14,,,,,,,,
79,25-0-3-15-,9:09,,25,0,3,15,,,,,,,,
80,25-0-3-16-,9:09,,25,0,3,16,,,,,,,,
81,25-0-3-17-,9:10,,25,0,3,17,,,,,,,,
82,25-0-3-18-,9:10,,25,0,3,18,,,,,,,,
83,25-0-3-19-,9:11,,25,0,3,19,,,,,,,,
84,25-0-3-20-,9:11,,25,0,3,20,,,,,,,,
85,30-0-3-0-,9:12,,30,0,3,0,,,,,,,,
86,30-0-3-1-,9:12,,30,0,3,1,,,,,,,,
87,30-0-3-2-,9:13,,30,0,3,2,,,,,,,,
88,30-0-3-3-,9:13,,30,0,3,3,,,,,,,,
89,30-0-3-4-,9:14,,30,0,3,4,,,,,,,,
90,30-0-3-5-,9:14,,30,0,3,5,,,,,,,,
91,30-0-3-6-,9:15,,30,0,3,6,,,,,,,,
92,30-0-3-7-,9:15,,30,0,3,7,,,,,,,,
93,30-0-3-8-,9:16,,30,0,3,8,,,,,,,,
94,30-0-3-9-,9:16,,30,0,3,9,,,,,,,,
95,30-0-3-10-,9:17,,30,0,3,10,,,,,,,,
96,30-0-3-11-,9:17,,30,0,3,11,,,,,,,,
97,30-0-3-12-,9:18,,30,0,3,12,,,,,,,,
98,30-0-3-13-,9:18,,30,0,3,13,,,,,,,,
99,30-0-3-14-,9:19,,30,0,3,14,,,,,,,,
100,30-0-3-15-,9:19,,30,0,3,15,,,,,,,,
101,30-0-3-16-,9:20,,30,0,3,16,,,,,,,,
102,30-0-3-17-,9:20,,30,0,3,17,,,,,,,,
103,30-0-3-18-,9:21,,30,0,3,18,,,,,,,,
104,30-0-3-19-,9:21,,30,0,3,19,,,,,,,,
105,30-0-3-20-,9:22,,30,0,3,20,,,,,,,,
106,10-0-6-0-,9:22,,10,0,6,0,,,,,,,,
107,10-0-6-1-,9:23,,10,0,6,1,,,,,,,,
108,10-0-6-2-,9:23,,10,0,6,2,,,,,,,,
109,10-0-6-3-,9:24,,10,0,6,3,,,,,,,,
110,10-0-6-4-,9:24,,10,0,6,4,,,,,,,,
111,10-0-6-5-,9:25,,10,0,6,5,,,,,,,,
112,10-0-6-6-,9:25,,10,0,6,6,,,,,,,,
113,10-0-6-7-,9:26,,10,0,6,7,,,,,,,,
114,10-0-6-8-,9:26,,10,0,6,8,,,,,,,,
115,10-0-6-9-,9:27,,10,0,6,9,,,,,,,,
116,10-0-6-10-,9:27,,10,0,6,10,,,,,,,,
117,10-0-6-11-,9:28,,10,0,6,11,,,,,,,,
118,10-0-6-12-,9:28,,10,0,6,12,,,,,,,,
119,10-0-6-13-,9:29,,10,0,6,13,,,,,,,,
120,10-0-6-14-,9:29,,10,0,6,14,,,,,,,,
121,10-0-6-15-,9:30,,10,0,6,15,,,,,,,,
122,10-0-6-16-,9:30,,10,0,6,16,,,,,,,,
123,10-0-6-17-,9:31,,10,0,6,17,,,,,,,,
124,10-0-6-18-,9:31,,10,0,6,18,,,,,,,,
125,10-0-6-19-,9:32,,10,0,6,19,,,,,,,,
126,10-0-6-20-,9:32,,10,0,6,20,,,,,,,,
127,15-0-6-0-,9:33,,15,0,6,0,,,,,,,,
128,15-0-6-1-,9:33,,15,0,6,1,,,,,,,,
129,15-0-6-2-,9:34,,15,0,6,2,,,,,,,,
130,15-0-6-3-,9:34,,15,0,6,3,,,,,,,,
131,15-0-6-4-,9:35,,15,0,6,4,,,,,,,,
132,15-0-6-5-,9:35,,15,0,6,5,,,,,,,,
133,15-0-6-6-,9:36,,15,0,6,6,,,,,,,,
134,15-0-6-7-,9:36,,15,0,6,7,,,,,,,,
135,15-0-6-8-,9:37,,15,0,6,8,,,,,,,,
136,15-0-6-9-,9:37,,15,0,6,9,,,,,,,,
137,15-0-6-10-,9:38,,15,0,6,10,,,,,,,,
138,15-0-6-11-,9:38,,15,0,6,11,,,,,,,,
139,15-0-6-12-,9:39,,15,0,6,12,,,,,,,,
140,15-0-6-13-,9:39,,15,0,6,13,,,,,,,,
141,15-0-6-14-,9:40,,15,0,6,14,,,,,,,,
142,15-0-6-15-,9:40,,15,0,6,15,,,,,,,,
143,15-0-6-16-,9:41,,15,0,6,16,,,,,,,,
144,15-0-6-17-,9:41,,15,0,6,17,,,,,,,,
145,15-0-6-18-,9:42,,15,0,6,18,,,,,,,,
146,15-0-6-19-,9:42,,15,0,6,19,,,,,,,,
147,15-0-6-20-,9:43,,15,0,6,20,,,,,,,,
148,20-0-6-0-,9:43,,20,0,6,0,,,,,,,,
149,20-0-6-1-,9:44,,20,0,6,1,,,,,,,,
150,20-0-6-2-,9:44,,20,0,6,2,,,,,,,,
151,20-0-6-3-,9:45,,20,0,6,3,,,,,,,,
152,20-0-6-4-,9:45,,20,0,6,4,,,,,,,,
153,20-0-6-5-,9:46,,20,0,6,5,,,,,,,,
154,20-0-6-6-,9:46,,20,0,6,6,,,,,,,,
155,20-0-6-7-,9:47,,20,0,6,7,,,,,,,,
156,20-0-6-8-,9:47,,20,0,6,8,,,,,,,,
157,20-0-6-9-,9:48,,20,0,6,9,,,,,,,,
158,20-0-6-10-,9:48,,20,0,6,10,,,,,,,,
159,20-0-6-11-,9:49,,20,0,6,11,,,,,,,,
160,20-0-6-12-,9:49,,20,0,6,12,,,,,,,,
161,20-0-6-13-,9:50,,20,0,6,13,,,,,,,,
162,20-0-6-14-,9:50,,20,0,6,14,,,,,,,,
163,20-0-6-15-,9:51,,20,0,6,15,,,,,,,,
164,20-0-6-16-,9:51,,20,0,6,16,,,,,,,,
165,20-0-6-17-,9:52,,20,0,6,17,,,,,,,,
166,20-0-6-18-,9:52,,20,0,6,18,,,,,,,,
167,20-0-6-19-,9:53,,20,0,6,19,,,,,,,,
168,20-0-6-20-,9:53,,20,0,6,20,,,,,,,,
169,25-0-6-0-,9:54,,25,0,6,0,,,,,,,,
170,25-0-6-1-,9:54,,25,0,6,1,,,,,,,,
171,25-0-6-2-,9:55,,25,0,6,2,,,,,,,,
172,25-0-6-3-,9:55,,25,0,6,3,,,,,,,,
173,25-0-6-4-,9:56,,25,0,6,4,,,,,,,,
174,25-0-6-5-,9:56,,25,0,6,5,,,,,,,,
175,25-0-6-6-,9:57,,25,0,6,6,,,,,,,,
176,25-0-6-7-,9:57,,25,0,6,7,,,,,,,,
177,25-0-6-8-,9:58,,25,0,6,8,,,,,,,,
178,25-0-6-9-,9:58,,25,0,6,9,,,,,,,,
179,25-0-6-10-,9:59,,25,0,6,10,,,,,,,,
180,25-0-6-11-,9:59,,25,0,6,11,,,,,,,,
181,25-0-6-12-,10:00,,25,0,6,12,,,,,,,,
182,25-0-6-13-,10:00,,25,0,6,13,,,,,,,,
183,25-0-6-14-,10:01,,25,0,6,14,,,,,,,,
184,25-0-6-15-,10:01,,25,0,6,15,,,,,,,,
185,25-0-6-16-,10:02,,25,0,6,16,,,,,,,,
186,25-0-6-17-,10:02,,25,0,6,17,,,,,,,,
187,25-0-6-18-,10:03,,25,0,6,18,,,,,,,,
188,25-0-6-19-,10:03,,25,0,6,19,,,,,,,,
189,25-0-6-20-,10:04,,25,0,6,20,,,,,,,,
190,30-0-6-0-,10:04,,30,0,6,0,,,,,,,,
191,30-0-6-1-,10:05,,30,0,6,1,,,,,,,,
192,30-0-6-2-,10:05,,30,0,6,2,,,,,,,,
193,30-0-6-3-,10:06,,30,0,6,3,,,,,,,,
194,30-0-6-4-,10:06,,30,0,6,4,,,,,,,,
195,30-0-6-5-,10:07,,30,0,6,5,,,,,,,,
196,30-0-6-6-,10:07,,30,0,6,6,,,,,,,,
197,30-0-6-7-,10:08,,30,0,6,7,,,,,,,,
198,30-0-6-8-,10:08,,30,0,6,8,,,,,,,,
199,30-0-6-9-,10:09,,30,0,6,9,,,,,,,,
200,30-0-6-10-,10:09,,30,0,6,10,,,,,,,,
201,30-0-6-11-,10:10,,30,0,6,11,,,,,,,,
202,30-0-6-12-,10:10,,30,0,6,12,,,,,,,,
203,30-0-6-13-,10:11,,30,0,6,13,,,,,,,,
204,30-0-6-14-,10:11,,30,0,6,14,,,,,,,,
205,30-0-6-15-,10:12,,30,0,6,15,,,,,,,,
206,30-0-6-16-,10:12,,30,0,6,16,,,,,,,,
207,30-0-6-17-,10:13,,30,0,6,17,,,,,,,,
208,30-0-6-18-,10:13,,30,0,6,18,,,,,,,,
209,30-0-6-19-,10:14,,30,0,6,19,,,,,,,,
210,30-0-6-20-,10:14,,30,0,6,20,,,,,,,,
211,10-0-9-0-,10:15,,10,0,9,0,,,,,,,,
212,10-0-9-1-,10:15,,10,0,9,1,,,,,,,,
213,10-0-9-2-,10:16,,10,0,9,2,,,,,,,,
214,10-0-9-3-,10:16,,10,0,9,3,,,,,,,,
215,10-0-9-4-,10:17,,10,0,9,4,,,,,,,,
216,10-0-9-5-,10:17,,10,0,9,5,,,,,,,,
217,10-0-9-6-,10:18,,10,0,9,6,,,,,,,,
218,10-0-9-7-,10:18,,10,0,9,7,,,,,,,,
219,10-0-9-8-,10:19,,10,0,9,8,,,,,,,,
220,10-0-9-9-,10:19,,10,0,9,9,,,,,,,,
221,10-0-9-10-,10:20,,10,0,9,10,,,,,,,,
222,10-0-9-11-,10:20,,10,0,9,11,,,,,,,,
223,10-0-9-12-,10:21,,10,0,9,12,,,,,,,,
224,10-0-9-13-,10:21,,10,0,9,13,,,,,,,,
225,10-0-9-14-,10:22,,10,0,9,14,,,,,,,,
226,10-0-9-15-,10:22,,10,0,9,15,,,,,,,,
227,10-0-9-16-,10:23,,10,0,9,16,,,,,,,,
228,10-0-9-17-,10:23,,10,0,9,17,,,,,,,,
229,10-0-9-18-,10:24,,10,0,9,18,,,,,,,,
230,10-0-9-19-,10:24,,10,0,9,19,,,,,,,,
231,10-0-9-20-,10:25,,10,0,9,20,,,,,,,,
232,15-0-9-0-,10:25,,15,0,9,0,,,,,,,,
233,15-0-9-1-,10:26,,15,0,9,1,,,,,,,,
234,15-0-9-2-,10:26,,15,0,9,2,,,,,,,,
235,15-0-9-3-,10:27,,15,0,9,3,,,,,,,,
236,15-0-9-4-,10:27,,15,0,9,4,,,,,,,,
237,15-0-9-5-,10:28,,15,0,9,5,,,,,,,,
238,15-0-9-6-,10:28,,15,0,9,6,,,,,,,,
239,15-0-9-7-,10:29,,15,0,9,7,,,,,,,,
240,15-0-9-8-,10:29,,15,0,9,8,,,,,,,,
241,15-0-9-9-,10:30,,15,0,9,9,,,,,,,,
242,15-0-9-10-,10:30,,15,0,9,10,,,,,,,,
243,15-0-9-11-,10:31,,15,0,9,11,,,,,,,,
244,15-0-9-12-,10:31,,15,0,9,12,,,,,,,,
245,15-0-9-13-,10:32,,15,0,9,13,,,,,,,,
246,15-0-9-14-,10:32,,15,0,9,14,,,,,,,,
247,15-0-9-15-,10:33,,15,0,9,15,,,,,,,,
248,15-0-9-16-,10:33,,15,0,9,16,,,,,,,,
249,15-0-9-17-,10:34,,15,0,9,17,,,,,,,,
250,15-0-9-18-,10:34,,15,0,9,18,,,,,,,,
251,15-0-9-19-,10:35,,15,0,9,19,,,,,,,,
252,15-0-9-20-,10:35,,15,0,9,20,,,,,,,,
253,20-0-9-0-,10:36,,20,0,9,0,,,,,,,,
254,20-0-9-1-,10:36,,20,0,9,1,,,,,,,,
255,20-0-9-2-,10:37,,20,0,9,2,,,,,,,,
256,20-0-9-3-,10:37,,20,0,9,3,,,,,,,,
257,20-0-9-4-,10:38,,20,0,9,4,,,,,,,,
258,20-0-9-5-,10:38,,20,0,9,5,,,,,,,,
259,20-0-9-6-,10:39,,20,0,9,6,,,,,,,,
260,20-0-9-7-,10:39,,20,0,9,7,,,,,,,,
261,20-0-9-8-,10:40,,20,0,9,8,,,,,,,,
262,20-0-9-9-,10:40,,20,0,9,9,,,,,,,,
263,20-0-9-10-,10:41,,20,0,9,10,,,,,,,,
264,20-0-9-11-,10:41,,20,0,9,11,,,,,,,,
265,20-0-9-12-,10:42,,20,0,9,12,,,,,,,,
266,20-0-9-13-,10:42,,20,0,9,13,,,,,,,,
267,20-0-9-14-,10:43,,20,0,9,14,,,,,,,,
268,20-0-9-15-,10:43,,20,0,9,15,,,,,,,,
269,20-0-9-16-,10:44,,20,0,9,16,,,,,,,,
270,20-0-9-17-,10:44,,20,0,9,17,,,,,,,,
271,20-0-9-18-,10:45,,20,0,9,18,,,,,,,,
272,20-0-9-19-,10:45,,20,0,9,19,,,,,,,,
273,20-0-9-20-,10:46,,20,0,9,20,,,,,,,,
274,25-0-9-0-,10:46,,25,0,9,0,,,,,,,,
275,25-0-9-1-,10:47,,25,0,9,1,,,,,,,,
276,25-0-9-2-,10:47,,25,0,9,2,,,,,,,,
277,25-0-9-3-,10:48,,25,0,9,3,,,,,,,,
278,25-0-9-4-,10:48,,25,0,9,4,,,,,,,,
279,25-0-9-5-,10:49,,25,0,9,5,,,,,,,,
280,25-0-9-6-,10:49,,25,0,9,6,,,,,,,,
281,25-0-9-7-,10:50,,25,0,9,7,,,,,,,,
282,25-0-9-8-,10:50,,25,0,9,8,,,,,,,,
283,25-0-9-9-,10:51,,25,0,9,9,,,,,,,,
284,25-0-9-10-,10:51,,25,0,9,10,,,,,,,,
285,25-0-9-11-,10:52,,25,0,9,11,,,,,,,,
286,25-0-9-12-,10:52,,25,0,9,12,,,,,,,,
287,25-0-9-13-,10:53,,25,0,9,13,,,,,,,,
288,25-0-9-14-,10:53,,25,0,9,14,,,,,,,,
289,25-0-9-15-,10:54,,25,0,9,15,,,,,,,,
290,25-0-9-16-,10:54,,25,0,9,16,,,,,,,,
291,25-0-9-17-,10:55,,25,0,9,17,,,,,,,,
292,25-0-9-18-,10:55,,25,0,9,18,,,,,,,,
293,25-0-9-19-,10:56,,25,0,9,19,,,,,,,,
294,25-0-9-20-,10:56,,25,0,9,20,,,,,,,,
295,30-0-9-0-,10:57,,30,0,9,0,,,,,,,,
296,30-0-9-1-,10:57,,30,0,9,1,,,,,,,,
297,30-0-9-2-,10:58,,30,0,9,2,,,,,,,,
298,30-0-9-3-,10:58,,30,0,9,3,,,,,,,,
299,30-0-9-4-,10:59,,30,0,9,4,,,,,,,,
300,30-0-9-5-,10:59,,30,0,9,5,,,,,,,,
301,30-0-9-6-,11:00,,30,0,9,6,,,,,,,,
302,30-0-9-7-,11:00,,30,0,9,7,,,,,,,,
303,30-0-9-8-,11:01,,30,0,9,8,,,,,,,,
304,30-0-9-9-,11:01,,30,0,9,9,,,,,,,,
305,30-0-9-10-,11:02,,30,0,9,10,,,,,,,,
306,30-0-9-11-,11:02,,30,0,9,11,,,,,,,,
307,30-0-9-12-,11:03,,30,0,9,12,,,,,,,,
308,30-0-9-13-,11:03,,30,0,9,13,,,,,,,,
309,30-0-9-14-,11:04,,30,0,9,14,,,,,,,,
310,30-0-9-15-,11:04,,30,0,9,15,,,,,,,,
311,30-0-9-16-,11:05,,30,0,9,16,,,,,,,,
312,30-0-9-17-,11:05,,30,0,9,17,,,,,,,,
313,30-0-9-18-,11:06,,30,0,9,18,,,,,,,,
314,30-0-9-19-,11:06,,30,0,9,19,,,,,,,,
315,30-0-9-20-,11:07,,30,0,9,20,,,,,,,,
316,10-0-12-0-,11:07,,10,0,12,0,,,,,,,,
317,10-0-12-1-,11:08,,10,0,12,1,,,,,,,,
318,10-0-12-2-,11:08,,10,0,12,2,,,,,,,,
319,10-0-12-3-,11:09,,10,0,12,3,,,,,,,,
320,10-0-12-4-,11:09,,10,0,12,4,,,,,,,,
321,10-0-12-5-,11:10,,10,0,12,5,,,,,,,,
322,10-0-12-6-,11:10,,10,0,12,6,,,,,,,,
323,10-0-12-7-,11:11,,10,0,12,7,,,,,,,,
324,10-0-12-8-,11:11,,10,0,12,8,,,,,,,,
325,10-0-12-9-,11:12,,10,0,12,9,,,,,,,,
326,10-0-12-10-,11:12,,10,0,12,10,,,,,,,,
327,10-0-12-11-,11:13,,10,0,12,11,,,,,,,,
328,10-0-12-12-,11:13,,10,0,12,12,,,,,,,,
329,10-0-12-13-,11:14,,10,0,12,13,,,,,,,,
330,10-0-12-14-,11:14,,10,0,12,14,,,,,,,,
331,10-0-12-15-,11:15,,10,0,12,15,,,,,,,,
332,10-0-12-16-,11:15,,10,0,12,16,,,,,,,,
333,10-0-12-17-,11:16,,10,0,12,17,,,,,,,,
334,10-0-12-18-,11:16,,10,0,12,18,,,,,,,,
335,10-0-12-19-,11:17,,10,0,12,19,,,,,,,,
336,10-0-12-20-,11:17,,10,0,12,20,,,,,,,,
337,15-0-12-0-,11:18,,15,0,12,0,,,,,,,,
338,15-0-12-1-,11:18,,15,0,12,1,,,,,,,,
339,15-0-12-2-,11:19,,15,0,12,2,,,,,,,,
340,15-0-12-3-,11:19,,15,0,12,3,,,,,,,,
341,15-0-12-4-,11:20,,15,0,12,4,,,,,,,,
342,15-0-12-5-,11:20,,15,0,12,5,,,,,,,,
343,15-0-12-6-,11:21,,15,0,12,6,,,,,,,,
344,15-0-12-7-,11:21,,15,0,12,7,,,,,,,,
345,15-0-12-8-,11:22,,15,0,12,8,,,,,,,,
346,15-0-12-9-,11:22,,15,0,12,9,,,,,,,,
347,15-0-12-10-,11:23,,15,0,12,10,,,,,,,,
348,15-0-12-11-,11:23,,15,0,12,11,,,,,,,,
349,15-0-12-12-,11:24,,15,0,12,12,,,,,,,,
350,15-0-12-13-,11:24,,15,0,12,13,,,,,,,,
351,15-0-12-14-,11:25,,15,0,12,14,,,,,,,,
352,15-0-12-15-,11:25,,15,0,12,15,,,,,,,,
353,15-0-12-16-,11:26,,15,0,12,16,,,,,,,,
354,15-0-12-17-,11:26,,15,0,12,17,,,,,,,,
355,15-0-12-18-,11:27,,15,0,12,18,,,,,,,,
356,15-0-12-19-,11:27,,15,0,12,19,,,,,,,,
357,15-0-12-20-,11:28,,15,0,12,20,,,,,,,,
358,20-0-12-0-,13:00,,20,0,12,0,,,,,,,,
359,20-0-12-1-,13:00,,20,0,12,1,,,,,,,,
360,20-0-12-2-,13:01,,20,0,12,2,,,,,,,,
361,20-0-12-3-,13:01,,20,0,12,3,,,,,,,,
362,20-0-12-4-,13:02,,20,0,12,4,,,,,,,,
363,20-0-12-5-,13:02,,20,0,12,5,,,,,,,,
364,20-0-12-6-,13:03,,20,0,12,6,,,,,,,,
365,20-0-12-7-,13:03,,20,0,12,7,,,,,,,,
366,20-0-12-8-,13:04,,20,0,12,8,,,,,,,,
367,20-0-12-9-,13:04,,20,0,12,9,,,,,,,,
368,20-0-12-10-,13:05,,20,0,12,10,,,,,,,,
369,20-0-12-11-,13:05,,20,0,12,11,,,,,,,,
370,20-0-12-12-,13:06,,20,0,12,12,,,,,,,,
371,20-0-12-13-,13:06,,20,0,12,13,,,,,,,,
372,20-0-12-14-,13:07,,20,0,12,14,,,,,,,,
373,20-0-12-15-,13:07,,20,0,12,15,,,,,,,,
374,20-0-12-16-,13:08,,20,0,12,16,,,,,,,,
375,20-0-12-17-,13:08,,20,0,12,17,,,,,,,,
376,20-0-12-18-,13:09,,20,0,12,18,,,,,,,,
377,20-0-12-19-,13:09,,20,0,12,19,,,,,,,,
378,20-0-12-20-,13:10,,20,0,12,20,,,,,,,,
379,25-0-12-0-,13:10,,25,0,12,0,,,,,,,,
380,25-0-12-1-,13:11,,25,0,12,1,,,,,,,,
381,25-0-12-2-,13:11,,25,0,12,2,,,,,,,,
382,25-0-12-3-,13:12,,25,0,12,3,,,,,,,,
383,25-0-12-4-,13:12,,25,0,12,4,,,,,,,,
384,25-0-12-5-,13:13,,25,0,12,5,,,,,,,,
385,25-0-12-6-,13:13,,25,0,12,6,,,,,,,,
386,25-0-12-7-,13:14,,25,0,12,7,,,,,,,,
387,25-0-12-8-,13:14,,25,0,12,8,,,,,,,,
388,25-0-12-9-,13:15,,25,0,12,9,,,,,,,,
389,25-0-12-10-,13:15,,25,0,12,10,,,,,,,,
390,25-0-12-11-,13:16,,25,0,12,11,,,,,,,,
391,25-0-12-12-,13:16,,25,0,12,12,,,,,,,,
392,25-0-12-13-,13:17,,25,0,12,13,,,,,,,,
393,25-0-12-14-,13:17,,25,0,12,14,,,,,,,,
394,25-0-12-15-,13:18,,25,0,12,15,,,,,,,,
395,25-0-12-16-,13:18,,25,0,12,16,,,,,,,,
396,25-0-12-17-,13:19,,25,0,12,17,,,,,,,,
397,25-0-12-18-,13:19,,25,0,12,18,,,,,,,,
398,25-0-12-19-,13:20,,25,0,12,19,,,,,,,,
399,25-0-12-20-,13:20,,25,0,12,20,,,,,,,,
400,30-0-12-0-,13:21,,30,0,12,0,,,,,,,,
401,30-0-12-1-,13:21,,30,0,12,1,,,,,,,,
402,30-0-12-2-,13:22,,30,0,12,2,,,,,,,,
403,30-0-12-3-,13:22,,30,0,12,3,,,,,,,,
404,30-0-12-4-,13:23,,30,0,12,4,,,,,,,,
405,30-0-12-5-,13:23,,30,0,12,5,,,,,,,,
406,30-0-12-6-,13:24,,30,0,12,6,,,,,,,,
407,30-0-12-7-,13:24,,30,0,12,7,,,,,,,,
408,30-0-12-8-,13:25,,30,0,12,8,,,,,,,,
409,30-0-12-9-,13:25,,30,0,12,9,,,,,,,,
410,30-0-12-10-,13:26,,30,0,12,10,,,,,,,,
411,30-0-12-11-,13:26,,30,0,12,11,,,,,,,,
412,30-0-12-12-,13:27,,30,0,12,12,,,,,,,,
413,30-0-12-13-,13:27,,30,0,12,13,,,,,,,,
414,30-0-12-14-,13:28,,30,0,12,14,,,,,,,,
415,30-0-12-15-,13:28,,30,0,12,15,,,,,,,,
416,30-0-12-16-,13:29,,30,0,12,16,,,,,,,,
417,30-0-12-17-,13:29,,30,0,12,17,,,,,,,,
418,30-0-12-18-,13:30,,30,0,12,18,,,,,,,,
419,30-0-12-19-,13:30,,30,0,12,19,,,,,,,,
420,30-0-12-20-,13:31,,30,0,12,20,,,,,,,,
421,10-0-15-0-,13:31,,10,0,15,0,,,,,,,,
422,10-0-15-1-,13:32,,10,0,15,1,,,,,,,,
423,10-0-15-2-,13:32,,10,0,15,2,,,,,,,,
424,10-0-15-3-,13:33,,10,0,15,3,,,,,,,,
425,10-0-15-4-,13:33,,10,0,15,4,,,,,,,,
426,10-0-15-5-,13:34,,10,0,15,5,,,,,,,,
427,10-0-15-6-,13:34,,10,0,15,6,,,,,,,,
