Temperature Data
,27,772,40,772,65.5958918,772,63.54374598,772,63.2803524,772,61.81567492,772,65.83521956,772,65.91463281,772,66.32006441,772,71.6069013,772,72.18455625,772,70.41821518,772,70.43225722,772,70.07851215,772,69.98725136,772,158.4921213,772,168.2237788,772,63.45011303,772,72.29197233,772,64.16899578,772,67.90923,772,73.19637136,772,74.30009768,772,66.44939693,772,67.75371957,772,71.30592394,772,108.8858296,772,116.9669457,772,40.77783747,772,69.37947315,772,69.49529009,772,69.93982765,772,70.05171181,772,69.36388002,772,25,772,79.35815251,772,78.93606196,772,77.74917519,772,79.13520198,772,78.67319315,772,79.69660058,772,79.22477944,772,79.30476433,772,78.24941896,772,78.95298252,772,52.78468517,772,79.28943228,772,74.57110835,772,78.60604049,772,77.69676111,772,77.82117366,772,77.71665761,772,72.86900312,772,75.52484337,772,66.53692397,772,69.94808313,772,69.33786154,772,69.67018413,772,69.55940966,772,75.90819245,772,67.57978236,772,70.69799286,772,70.35242933,772,70.20483722,772,70.30323216,772,67.30634267,772,70.38429543,772,63.6511322,772,68.21175036,772,68.57310422,772,68.33232711,772,72.1469286,772,64.82101997,772,71.31430635,772,71.96952874,772,69.93573959,772,69.9417042,772,69.40776963,772,69.31150573,772,70.95784632,772,33.61520891,772,48.97104475,772,79.57016389,772,74.46537237,772,79.16136093,772,78.147455,772,77.86856675,772,72.6238514,772,67.45540861,772,70.29437216,772,61.50773088,772,68.78206344,772,68.40172978,772,71.92014438,772,65.94640102,772,71.83958624,772,72.39411227,772,70.05718799,772,70.053583,772,69.5229282,772,69.42694258,772,71.23178877,772,46.84833625,772,56.36563775,772,79.69224067,772,74.85639038,772,78.39816349,772,78.40938873,772,78.08029055,772,73.11188822,772,68.09591858,772,70.82906051,772,65.93117719,772,69.51371032,772,69.00696579,772,72.39423277,772,73.89052615,772,48.97104475,772,79.69660058,
,28,814,40,814,65.10875091,814,63.09157326,814,62.8321032,814,61.39202754,814,65.33441499,814,65.40978652,814,65.79664842,814,71.05950092,814,71.72023019,814,71.12412927,814,71.17125865,814,70.85587749,814,70.77002703,814,159.3402024,814,168.4315173,814,63.57388177,814,71.80936586,814,63.71941485,814,67.37756822,814,72.62383664,814,73.7043869,814,66.03726095,814,67.29942986,814,71.42313338,814,109.3759242,814,117.0534329,814,40.61719133,814,70.19974456,814,70.31304963,814,70.70826462,814,70.81789407,814,70.18510069,814,25,814,78.71402948,814,78.30283411,814,77.13128643,814,78.50013579,814,78.04385248,814,79.04586071,814,78.58755064,814,78.66837711,814,77.62273011,814,78.31982804,814,52.49305092,814,78.64877269,814,74.00775332,814,77.97379264,814,77.08202402,814,77.20485296,814,77.10176644,814,72.33353499,814,74.94572976,814,66.10855794,814,69.45977398,814,68.8557252,814,69.18595521,814,69.07587851,814,75.32609148,814,67.1288267,814,70.19919116,814,69.85954916,814,69.70961426,814,69.80957079,814,66.84357291,814,69.90503367,814,63.219901,814,67.74491839,814,68.10183733,814,67.8640598,814,71.65822167,814,64.34826448,814,70.77220487,814,71.50867442,814,70.6702908,814,70.71003129,814,70.2263195,814,70.13592869,814,71.09104694,814,33.52860918,814,48.7188202,814,78.92504488,814,73.90345063,814,78.52389343,814,77.52588957,814,77.25118031,814,72.09194261,814,66.99056935,814,69.81628037,814,61.0979179,814,68.30808721,814,67.93247274,814,71.43446341,814,65.44991188,814,71.28751069,814,71.92763503,814,70.78937852,814,70.81965553,814,70.33900277,814,70.24888592,814,71.3609848,814,46.61489221,814,56.03085124,814,79.04585216,814,74.28881606,814,77.76693368,814,77.78438278,814,77.46017322,814,72.57274572,814,67.62311917,814,70.34417984,814,65.47223814,814,69.03033028,814,68.53013943,814,71.90243329,814,73.33715102,814,48.7188202,814,79.04586071,
,29,856,40,856,64.68375168,856,62.69674249,856,62.44052179,856,61.0210167,856,64.89660904,856,64.96813506,856,65.33712336,856,70.58457221,856,71.32367446,856,71.79195896,856,71.86916414,856,71.58864906,856,71.50771511,856,160.0277913,856,168.5275581,856,63.67491877,856,71.33458394,856,63.32720007,856,66.91254885,856,72.12764231,856,73.18769444,856,65.68310016,856,66.90614156,856,71.55552254,856,109.7636427,856,117.0560902,856,40.47884423,856,70.97148051,856,71.08234615,856,71.43291771,856,71.54037254,856,70.95769885,856,25,856,78.15770074,856,77.75648974,856,76.59788569,856,77.95232557,856,77.5008454,856,78.48366085,856,78.03773552,856,78.11947153,856,77.08159393,856,77.77351238,856,52.2422448,856,78.09615608,856,73.52114913,856,77.42679785,856,76.55155016,856,76.67300607,856,76.57115413,856,71.87074474,856,74.4467218,856,65.74061748,856,69.03985827,856,68.44089115,856,68.76966675,856,68.66007487,856,74.82467866,856,66.74036957,856,69.77009922,856,69.43573305,856,69.28330929,856,69.38492509,856,66.44538059,856,69.49337781,856,62.84856317,856,67.34348347,856,67.6965602,856,67.46137974,856,71.23885646,856,63.93580148,856,70.30191394,856,71.11516662,856,71.36413766,856,71.43458428,856,70.99649172,856,70.91143443,856,71.23791075,856,33.45404263,856,48.5019678,856,78.36859506,856,73.41811073,856,77.97244813,856,76.98955627,856,76.71843358,856,71.63225539,856,66.59060498,856,69.40565388,856,60.74503372,856,67.90050818,856,67.52895453,856,71.01773142,856,65.01648604,856,70.80843775,856,71.52924504,856,71.48096293,856,71.54203409,856,71.10676993,856,71.02197865,856,71.5042658,856,46.41390755,856,55.74289191,856,78.48831468,856,73.79855011,856,77.22075469,856,77.24506658,856,76.92506014,856,72.10674756,856,67.21624893,856,69.92766535,856,65.07705768,856,68.61457732,856,68.12005418,856,71.48039623,856,72.86034577,856,48.5019678,856,78.48831468,
,30,898,40,898,64.31367919,898,62.35267959,898,62.09915539,898,60.69687687,898,64.51470448,898,64.5826367,898,64.93477407,898,70.17303715,898,70.9857088,898,72.42487762,898,72.5294991,898,72.28077103,898,72.20431946,898,160.5813967,898,168.5387619,898,63.75666264,898,70.87213851,898,62.98560403,898,66.50663581,898,71.69776734,898,72.73975401,898,65.37856978,898,66.56536509,898,71.70004783,898,110.0670957,898,116.9966059,898,40.35971447,898,71.69903247,898,71.80755399,898,72.1175874,898,72.22296421,898,71.68603603,898,25,898,77.67702797,898,77.28488074,898,76.13724773,898,77.47953711,898,77.03210743,898,77.99779763,898,77.56312307,898,77.64578018,898,76.6141791,898,77.30191319,898,52.0265099,898,77.61908104,898,73.10105797,898,76.95369174,898,76.09359018,898,76.2138627,898,76.11307323,898,71.47120986,898,74.01651506,898,65.42440986,898,68.67856236,898,68.08381042,898,68.41159023,898,68.30233057,898,74.39255266,898,66.40553,898,69.4007733,898,69.07109448,898,68.91617727,898,69.01945567,898,66.1024342,898,69.14000644,898,62.52861924,898,66.99814413,898,67.34788765,898,67.114958,898,70.87951506,898,63.57663436,898,69.8944283,898,70.77987703,898,72.02072046,898,72.11916249,898,71.72261951,898,71.64241865,898,71.39555304,898,33.38983914,898,48.31547747,898,77.88821794,898,72.99912868,898,77.49554024,898,76.52656084,898,76.25852155,898,71.23542092,898,66.24613587,898,69.05318417,898,60.44098106,898,67.54986623,898,67.18181872,898,70.66068001,898,64.63886813,898,70.3932438,898,71.18971815,898,72.13539541,898,72.22453451,898,71.83058579,898,71.75064051,898,71.65870558,898,46.24086184,898,55.49515063,898,78.00701506,898,73.37528435,898,76.74830994,898,76.77949332,898,76.46310486,898,71.70441676,898,66.86577648,898,69.57008609,898,64.73658417,898,68.25682002,898,67.76721326,898,71.11874681,898,72.44932512,898,48.31547747,898,78.00701506,
,31,940,40,940,63.99198589,940,62.05338761,940,61.80210198,940,60.41425349,940,64.18218797,940,64.24680245,940,64.58327347,940,69.81689549,940,70.69842745,940,73.02569919,940,73.15538298,940,72.93572276,940,72.86337055,940,161.0236048,940,168.4868616,940,63.82205432,940,70.42537681,940,62.68854149,940,66.1529382,940,71.32557407,940,72.35168075,940,65.11665469,940,66.26994295,940,71.85412862,940,110.3014739,940,116.8923527,940,40.25718841,940,72.38625273,940,72.49254034,940,72.76564415,940,72.86904976,940,72.37397335,940,25,940,77.26176923,940,76.87778159,940,75.73948218,940,77.07149375,940,76.62748968,940,77.57795367,940,77.15342526,940,77.23698578,940,76.21048728,940,76.8948195,940,51.84097403,940,77.20715271,940,72.7386947,940,76.54475499,940,75.69828844,940,75.8175367,940,75.71766674,940,71.12672726,940,73.64560976,940,65.15261943,940,68.36766899,940,67.77643242,940,68.10354921,940,67.99451032,940,74.02012934,940,66.11683145,940,69.08285056,940,68.75732831,940,68.59999876,940,68.70488505,940,65.80691418,940,68.83696522,940,62.2529535,940,66.7010564,940,67.0479081,940,66.81693121,940,70.57216594,940,63.26441138,940,69.54181505,940,70.49494573,940,72.64309773,940,72.76713545,940,72.4085392,940,72.33277236,940,71.5615379,940,33.33458724,940,48.15511327,940,77.47343236,940,72.63773259,940,77.0833485,940,76.12690645,940,75.8615326,940,70.89328483,940,65.9493014,940,68.75092971,940,60.17898582,940,67.24819278,940,66.88317771,940,70.35532139,940,64.31045187,940,70.03388104,940,70.90111165,940,72.75574233,940,72.87053652,940,72.51430167,940,72.43877837,940,71.82183048,940,46.09192931,940,55.2820422,940,77.59143895,940,73.01016526,940,76.33989949,940,76.37760834,940,76.0643474,940,71.35750007,940,66.56372479,940,69.26339927,940,64.4432346,940,67.94895397,940,67.46361617,940,70.80940591,940,72.09501438,940,48.15511327,940,77.59143895,
,32,982,40,982,63.71279367,982,61.79346418,982,61.54403504,982,60.16826347,982,63.89316562,982,63.95474354,982,64.27679137,982,69.50910923,982,70.45500752,982,73.59692688,982,73.74958497,982,73.55658393,982,73.48799199,982,161.3735755,982,168.3892995,982,63.87361422,982,69.99670859,982,62.4305702,982,65.84523223,982,71.00354991,982,72.01573276,982,64.89146194,982,66.01383639,982,72.01557482,982,110.4794913,982,116.7571309,982,40.16902891,982,73.03655847,982,73.14073212,982,73.38008549,982,73.48163452,982,73.02493565,982,25,982,76.90312788,982,76.52645397,982,75.39611175,982,76.71940719,982,76.27830871,982,77.21527316,982,76.79985522,982,76.88428006,982,75.86194878,982,76.54350295,982,51.68151763,982,76.85146561,982,72.42644381,982,76.19153994,982,75.35716906,982,75.47553427,982,75.37645836,982,70.83014541,982,73.32591734,982,64.91910024,982,68.10023814,982,67.5119459,982,67.83864373,982,67.72974451,982,73.69925656,982,65.86798135,982,68.80927183,982,68.48742978,982,68.32781649,982,68.43422542,982,65.55226829,982,68.57745642,982,62.01550701,982,66.44560235,982,66.78994735,982,66.56066433,982,70.30987295,982,62.99342925,982,69.23709698,982,70.25359056,982,73.23399519,982,73.38149983,982,73.05765399,982,72.98594643,982,71.73380644,982,33.28707891,982,48.01729942,982,77.11526656,982,72.32632055,982,76.72734389,982,75.78201817,982,75.51895122,982,70.59873877,982,65.6935088,982,68.4921031,982,59.95328281,982,66.98875716,982,66.62637348,982,70.09475748,982,64.02529231,982,69.72326632,982,70.6565705,982,73.34473485,982,73.48304459,982,73.16133069,982,73.08985353,982,71.99154776,982,45.96384396,982,55.09883862,982,77.23260264,982,72.69552451,982,75.98710451,982,76.03079858,982,75.72024314,982,71.05880246,982,66.30340022,982,69.00073077,982,64.19055799,982,67.68413236,982,67.20251041,982,70.54539505,982,71.78968951,982,48.01729942,982,77.23260264,
,33,1024,40,1024,63.47086703,1024,61.56808565,1024,61.32019226,1024,59.9545084,1024,63.64235695,1024,63.70117288,1024,64.01003508,1024,69.2435066,1024,70.24955347,1024,74.14079399,1024,74.3145702,1024,74.14608879,1024,74.08095601,1024,161.647502,1024,168.2599565,1024,63.91350523,1024,69.58778916,1024,62.20685974,1024,65.57794947,1024,70.72518337,1024,71.72517946,1024,64.69799271,1024,65.79190106,1024,72.18252917,1024,110.6117651,1024,116.6018027,1024,40.09332032,1024,73.65298681,1024,73.7551715,1024,73.9635826,1024,74.06339183,1024,73.64196677,1024,25,1024,76.59357366,1024,76.22343173,1024,75.09988496,1024,76.4157793,1024,75.97714783,1024,76.90216064,1024,76.49489816,1024,76.58013838,1024,75.56122073,1024,76.24049916,1024,51.5446244,1024,76.54445767,1024,72.15772406,1024,75.88675459,1024,75.06299949,1024,75.18060221,1024,75.08221309,1024,70.57523795,1024,73.05054468,1024,64.7186356,1024,67.87037006,1024,67.28455101,1024,67.61101192,1024,67.50219157,1024,73.42298148,1024,65.65362901,1024,68.57402933,1024,68.25544439,1024,68.09369886,1024,68.20152924,1024,65.33293617,1024,68.3556429,1024,61.81112605,1024,66.22614472,1024,66.56831916,1024,66.34050508,1024,70.08663841,1024,62.7586077,1024,68.97415752,1024,70.04995058,1024,73.79584703,1024,73.96492605,1024,73.67298889,1024,73.60500745,1024,71.91061873,1024,33.24628121,1024,47.89898686,1024,76.80610705,1024,72.05832632,1024,76.42016884,1024,75.48457991,1024,75.22351343,1024,70.34559463,1024,65.47317021,1024,68.27087708,1024,59.75897367,1024,66.76583461,1024,66.40573907,1024,69.87302317,1024,63.77808494,1024,69.45518533,1024,70.45017216,1024,73.90480784,1024,74.06473128,1024,73.77470294,1024,73.70693825,1024,72.1660867,1024,45.85381299,1024,54.94150689,1024,76.922869,1024,72.42473255,1024,75.6826485,1024,75.7317013,1024,75.42349012,1024,70.80205842,1024,66.07912862,1024,68.77617808,1024,63.97306599,1024,67.456529,1024,66.97814508,1024,70.32068139,1024,71.52676298,1024,47.89898686,1024,76.922869,
,34,1066,40,1066,63.26156843,1066,61.37297161,1066,61.1263436,1066,59.7690599,1066,63.42506345,1066,63.48137858,1066,63.7782484,1066,69.01468298,1066,70.07695926,1066,74.65929773,1066,74.8525384,1066,74.70667138,1066,74.64472968,1066,161.859023,1066,168.1097777,1066,63.9435844,1066,69.19966677,1066,62.01313874,1066,65.34613653,1066,70.48481167,1066,71.47416147,1066,64.53197038,1066,65.59971404,1066,72.35341435,1066,110.7071393,1066,116.4348273,1066,40.02840452,1066,74.23824207,1066,74.3385636,1066,74.51851881,1066,74.61670363,1066,74.22777692,1066,25,1066,76.32661062,1066,75.96229023,1066,74.84455123,1066,76.15415718,1066,75.71762191,1066,76.63206733,1066,76.23208983,1066,76.31809174,1066,75.30197419,1066,75.97938588,1066,51.42726656,1066,76.27963041,1066,71.92682646,1066,75.62407127,1066,74.80954463,1066,74.92649174,1066,74.82869576,1066,70.35658036,1066,72.81356768,1066,64.54676117,1066,67.67300936,1066,67.08926987,1066,67.41563046,1066,67.3068436,1066,73.18533342,1066,65.46918729,1066,68.37197541,1066,68.05627059,1066,67.89255325,1066,68.00169816,1066,65.14415469,1066,68.16648405,1066,61.63537993,1066,66.03784169,1066,66.37813906,1066,66.15159781,1066,69.8972635,1066,62.55544646,1066,68.74764108,1066,69.87895082,1066,74.3308297,1066,74.51979681,1066,74.25723755,1066,74.19268556,1066,72.09050226,1066,33.21129908,1066,47.79755407,1066,76.5394075,1066,71.82805279,1066,76.15543778,1066,75.22828496,1066,74.96895598,1066,70.12846176,1066,65.28350124,1066,68.08222211,1066,59.59184771,1066,66.57451208,1066,66.21640819,1066,69.68494894,1066,63.56412458,1066,69.22419422,1066,70.276787,1066,74.43813504,1066,74.6179779,1066,74.357113,1066,74.29276402,1066,72.34394599,1066,45.75942594,1066,54.806577,1066,76.65568136,1066,72.19203942,1066,75.42021963,1066,75.47397797,1066,75.16780079,1066,70.58180893,1066,65.88605091,1066,68.58464632,1066,63.78604331,1066,67.26114364,1066,66.78558273,1066,70.13003498,1066,71.30057167,1066,47.79755407,1066,76.65568136,
,35,1108,40,1108,63.08080655,1108,61.20434065,1108,60.9587493,1108,59.60843055,1108,63.23712566,1108,63.29118411,1108,63.57718826,1108,68.81791291,1108,69.93279918,1108,75.15422908,1108,75.36545788,1108,75.24050431,1108,75.18151437,1108,162.0195899,1108,167.9473029,1108,63.96544627,1108,68.83290293,1108,61.84564567,1108,65.14540913,1108,70.27751931,1108,71.25758483,1108,64.38972231,1108,65.43345383,1108,72.52689306,1108,110.7729619,1108,116.2627107,1108,39.97285251,1108,74.79473676,1108,74.89331994,1108,75.04702571,1108,75.14370045,1108,74.78478374,1108,25,1108,76.0966438,1108,75.73750255,1108,74.62472812,1108,75.92899284,1108,75.49423797,1108,76.39934933,1108,76.00586749,1108,76.09257606,1108,75.07875448,1108,75.75463574,1108,51.32683945,1108,76.05140625,1108,71.72880151,1108,75.39800625,1108,74.59143877,1108,74.70782084,1108,74.61053798,1108,70.16944944,1108,72.60989427,1108,64.39964261,1108,67.50381239,1108,66.92182242,1108,67.24818594,1108,67.1393981,1108,72.98117789,1108,65.31070306,1108,68.19868082,1108,67.88552162,1108,67.71999341,1108,67.83034555,1108,64.98184136,1108,68.00562656,1108,61.48446318,1108,65.87653378,1108,66.21520793,1108,65.98976976,1108,69.73723969,1108,62.37997524,1108,68.55286592,1108,69.73619274,1108,74.84089366,1108,75.04824311,1108,74.81280312,1108,74.75141588,1108,72.27221274,1108,33.18136279,1108,47.71074792,1108,76.3095543,1108,71.63056285,1108,75.92761999,1108,75.00770894,1108,74.74989025,1108,69.94264696,1108,65.12040395,1108,67.92179537,1108,59.44829225,1108,66.41056953,1108,66.0542011,1108,69.52605156,1108,63.37925582,1108,69.02553182,1108,70.13196883,1108,74.94666431,1108,75.14491439,1108,74.91096316,1108,74.84976529,1108,72.52385603,1108,45.67860622,1108,54.69106171,1108,76.42541073,1108,71.99245938,1108,75.19434582,1108,75.25217189,1108,74.94776026,1108,70.39330035,1108,65.7199988,1108,68.42173366,1108,63.6254384,1108,67.09367502,1108,66.62057708,1108,69.96892015,1108,71.10624419,1108,47.71074792,1108,76.42541073,
,36,1150,40,1150,62.92498002,1150,61.05886124,1150,60.81411277,1150,59.46953665,1150,63.07487242,1150,63.12689971,1150,63.40308769,1150,68.64906264,1150,69.81323223,1150,75.62719794,1150,75.85509392,1150,75.74953164,1150,75.69327929,1150,162.1387873,1150,167.7791133,1150,63.98045988,1150,68.48767269,1150,61.70107042,1150,64.97189605,1150,70.09900662,1150,71.07099714,1150,64.26809343,1150,65.28982226,1150,72.70183226,1150,110.8153197,1150,116.0903794,1150,39.92542363,1150,75.32462779,1150,75.42159432,1150,75.55101374,1150,75.64628882,1150,75.31514869,1150,25,1150,75.89879124,1150,75.54425775,1150,74.43572547,1150,75.73545605,1150,75.30221251,1150,76.1990938,1150,75.81140138,1150,75.89876171,1150,74.88681989,1150,75.56144778,1150,51.24109568,1150,75.85492762,1150,71.55933401,1150,75.2037699,1150,74.4040032,1150,74.51990637,1150,74.42306305,1150,70.009726,1150,72.43510475,1150,64.2739859,1150,67.35903282,1150,66.77851374,1150,67.10495871,1150,66.99614376,1150,72.80606984,1150,65.17477593,1150,68.05032936,1150,67.73941995,1150,67.57223582,1150,67.6836919,1150,64.84248361,1150,67.86930126,1150,61.35507566,1150,65.73863255,1150,66.07590635,1150,65.85142285,1150,69.60265103,1150,62.22869927,1150,68.38573642,1150,69.61785891,1150,75.32779052,1150,75.55217491,1150,75.34183436,1150,75.28337515,1150,72.45469946,1150,33.15580314,1150,47.63662508,1150,76.1116507,1150,71.4615508,1150,75.73188192,1150,74.81812207,1150,74.56161739,1150,69.78405686,1150,64.98034895,1150,67.7858356,1150,59.3251706,1150,66.27036552,1150,65.91551117,1150,69.39243699,1150,63.21981773,1150,68.85503258,1150,70.01185902,1150,75.43214247,1150,75.64744678,1150,75.43839915,1150,75.38011601,1150,72.70474302,1150,45.60955434,1150,54.59238429,1150,76.22716547,1150,71.82164904,1150,75.00025244,1150,75.06154035,1150,74.75865998,1150,70.23238707,1150,65.57738815,1150,68.28363023,1150,63.48774279,1150,66.95041696,1150,66.47946883,1150,69.83339783,1150,70.93955864,1150,47.63662508,1150,76.22716547,
,37,1158.333333,40,1158.333333,63.00462941,1158.333333,61.12758913,1158.333333,60.8761923,1158.333333,59.53837789,1158.333333,63.14129819,1158.333333,63.18561323,1158.333333,63.46346046,1158.333333,69.34923107,1158.333333,70.28728158,1158.333333,75.80887707,1158.333333,76.1071317,1158.333333,75.90280233,1158.333333,75.8219941,1158.333333,163.3156286,1158.333333,170.1283902,1158.333333,64.03213063,1158.333333,68.51952913,1158.333333,64.02991452,1158.333333,67.30857398,1158.333333,75.77153788,1158.333333,76.75164122,1158.333333,73.54295647,1158.333333,74.59942489,1158.333333,73.01500489,1158.333333,110.8515078,1158.333333,116.1147761,1158.333333,46.10237107,1158.333333,75.46040652,1158.333333,75.55731909,1158.333333,75.77808391,1158.333333,75.87351591,1158.333333,75.44935708,1158.333333,25,1158.333333,87.43928955,1158.333333,88.20961541,1158.333333,86.43020626,1158.333333,89.04226377,1158.333333,88.17157793,1158.333333,87.75666974,1158.333333,88.48522043,1158.333333,89.20625327,1158.333333,86.91946299,1158.333333,88.44398984,1158.333333,60.54329214,1158.333333,93.59928102,1158.333333,77.26587556,1158.333333,83.15878055,1158.333333,88.09335537,1158.333333,88.22402401,1158.333333,88.15481254,1158.333333,71.3737036,1158.333333,85.95044871,1158.333333,75.57814419,1158.333333,79.95757919,1158.333333,79.02078123,1158.333333,80.12195161,1158.333333,79.75489481,1158.333333,86.34227066,1158.333333,76.53067501,1158.333333,80.67269954,1158.333333,80.79132613,1158.333333,79.86870789,1158.333333,80.48378672,1158.333333,81.60723165,1158.333333,74.80600704,1158.333333,73.90466483,1158.333333,79.17101674,1158.333333,79.55934465,1158.333333,79.34015678,1158.333333,70.9111901,1158.333333,62.30635072,1158.333333,69.07574434,1158.333333,70.08015558,1158.333333,75.49434627,1158.333333,75.780465,1158.333333,75.48427185,1158.333333,75.40836114,1158.333333,72.75501347,1158.333333,37.07440652,1158.333333,55.63600636,1158.333333,93.57819384,1158.333333,77.07212319,1158.333333,83.7434435,1158.333333,88.09550296,1158.333333,88.07617029,1158.333333,71.11766336,1158.333333,81.4828074,1158.333333,74.60685253,1158.333333,70.99295849,1158.333333,79.34952605,1158.333333,79.19082244,1158.333333,70.66924025,1158.333333,63.29659073,1158.333333,69.55005527,1158.333333,70.48572335,1158.333333,75.59967029,1158.333333,75.87590083,1158.333333,75.58069929,1158.333333,75.50487158,1158.333333,73.01097862,1158.333333,52.79234381,1158.333333,64.37690524,1158.333333,93.71208619,1158.333333,77.46237007,1158.333333,82.74802957,1158.333333,88.36152866,1158.333333,88.29551415,1158.333333,71.6003885,1158.333333,82.16711716,1158.333333,75.15965178,1158.333333,76.22187182,1158.333333,80.10596109,1158.333333,79.83129537,1158.333333,71.14672816,1158.333333,84.04474483,1158.333333,55.63600636,1158.333333,93.71208619,
,38,1166.666667,40,1166.666667,63.36885223,1166.666667,61.4192078,1166.666667,61.14324275,1166.666667,59.7258396,1166.666667,63.43865411,1166.666667,63.45681042,1166.666667,63.64868824,1166.666667,70.76460185,1166.666667,71.71367655,1166.666667,76.04657165,1166.666667,76.31775243,1166.666667,76.06798864,1166.666667,75.97766612,1166.666667,164.3978583,1166.666667,172.0441521,1166.666667,64.20819033,1166.666667,68.82520336,1166.666667,66.52368938,1166.666667,69.81269102,1166.666667,83.0525332,1166.666667,84.04313055,1166.666667,85.02632693,1166.666667,86.19189359,1166.666667,73.83667774,1166.666667,110.9381924,1166.666667,116.2316864,1166.666667,49.70598266,1166.666667,75.61066652,1166.666667,75.70763743,1166.666667,75.97887745,1166.666667,76.07491601,1166.666667,75.59887607,1166.666667,25,1166.666667,99.19332907,1166.666667,100.944793,1166.666667,98.26139459,1166.666667,101.9622714,1166.666667,100.7286458,1166.666667,99.52680984,1166.666667,101.2485865,1166.666667,102.1584075,1166.666667,98.78052089,1166.666667,101.0324453,1166.666667,67.47701169,1166.666667,108.5794145,1166.666667,82.86429046,1166.666667,90.60072351,1166.666667,99.96254784,1166.666667,100.1144582,1166.666667,100.0077065,1166.666667,73.5877233,1166.666667,98.70058841,1166.666667,87.35513974,1166.666667,92.40495954,1166.666667,90.77257246,1166.666667,92.55380075,1166.666667,91.96005799,1166.666667,99.15260091,1166.666667,88.4256372,1166.666667,93.21006552,1166.666667,93.32715347,1166.666667,91.71806986,1166.666667,92.79079227,1166.666667,95.33206079,1166.666667,81.2417662,1166.666667,84.00001068,1166.666667,90.46577079,1166.666667,90.92558126,1166.666667,90.63529593,1166.666667,73.17276079,1166.666667,62.65380062,1166.666667,70.48096455,1166.666667,71.48303024,1166.666667,75.72024052,1166.666667,75.98125039,1166.666667,75.63605763,1166.666667,75.55272525,1166.666667,73.55902852,1166.666667,38.7045465,1166.666667,61.58885967,1166.666667,108.7673187,1166.666667,82.70324405,1166.666667,91.43399197,1166.666667,100.2963513,1166.666667,100.0792938,1166.666667,73.30079517,1166.666667,95.42567869,1166.666667,81.10167413,1166.666667,80.58754426,1166.666667,91.07025487,1166.666667,90.6510105,1166.666667,72.89883141,1166.666667,63.64765853,1166.666667,70.97272691,1166.666667,71.93031943,1166.666667,75.82706302,1166.666667,76.07729868,1166.666667,75.73253385,1166.666667,75.64918884,1166.666667,73.83629018,1166.666667,57.78526739,1166.666667,72.18663408,1166.666667,108.9254242,1166.666667,83.14657563,1166.666667,90.17730042,1166.666667,100.600163,1166.666667,100.3324747,1166.666667,73.84702024,1166.666667,96.23461575,1166.666667,81.74522234,1166.666667,86.92982355,1166.666667,91.95224577,1166.666667,91.40481794,1166.666667,73.44766738,1166.666667,96.15825796,1166.666667,61.58885967,1166.666667,108.9254242,
,39,1175,40,1175,64.04020435,1175,61.95543651,1175,61.63722345,1175,60.04554294,1175,63.99144323,1175,63.96559745,1175,63.97645159,1175,72.71387374,1175,73.90775304,1175,76.32183465,1175,76.545627,1175,76.24533136,1175,76.14765636,1175,165.3839393,1175,173.6034139,1175,64.50288479,1175,69.38990533,1175,68.94447922,1175,72.25507212,1175,90.03839051,1175,91.04741677,1175,95.57249819,1175,96.88821881,1175,75.06596855,1175,111.0718463,1175,116.4212413,1175,52.61898334,1175,75.77105157,1175,75.86829692,1175,76.19349917,1175,76.29081319,1175,75.75846407,1175,25,1175,110.2214125,1175,112.8285133,1175,109.2965038,1175,114.001881,1175,112.4334219,1175,110.5767836,1175,113.1703408,1175,114.2376895,1175,109.8534144,1175,112.7762645,1175,73.58018854,1175,122.2412591,1175,88.51254688,1175,97.8690286,1175,110.9712525,1175,111.1444341,1175,110.998355,1175,76.34512883,1175,110.4818576,1175,98.09726876,1175,103.7967058,1175,101.5224594,1175,103.9155106,1175,103.1178269,1175,111.006125,1175,99.31807379,1175,104.721519,1175,104.8156062,1175,102.5875041,1175,104.0729055,1175,107.5906681,1175,87.53453384,1175,93.09795766,1175,100.7372792,1175,101.2673033,1175,100.90529,1175,76.04910645,1175,63.29221691,1175,72.41970807,1175,73.65120932,1175,75.98315425,1175,76.19610787,1175,75.79817767,1175,75.70877638,1175,74.76921493,1175,40.09111777,1175,66.9501822,1175,122.6443847,1175,88.38884867,1175,98.91685676,1175,111.6432392,1175,111.2258727,1175,76.03138228,1175,107.9027054,1175,87.45520831,1175,89.32902815,1175,101.760069,1175,101.086873,1175,75.74566147,1175,64.29562591,1175,72.93659587,1175,74.15784895,1175,76.09268368,1175,76.29344005,1175,75.89493467,1175,75.80539651,1175,75.0774575,1175,62.06293222,1175,79.15335085,1175,122.8272624,1175,88.88751089,1175,97.44302781,1175,111.9881119,1175,111.5140119,1175,76.64396175,1175,108.8361306,1175,88.19403956,1175,96.63574172,1175,102.7756784,1175,101.9554336,1175,76.37305577,1175,107.3299776,1175,66.9501822,1175,122.8272624,
